title,image,ingredients,instructions,nutrition_info,clean_ingredients
Roasted Chicken Quarter Recipe,https://panlasangpinoy.com/wp-content/uploads/2013/01/Roasted-Chicken.jpg,"['▢ 2 chicken quarters', '▢ 3 tablespoons lemon juice', '▢ 1 teaspoon fresh rosemary', '▢ 1 teaspoon fresh thyme', '▢ 3 teaspoons crushed and minced garlic', '▢ 2 tablespoon extra-virgin olive oil', '▢ 2 teaspoons chopped fresh flat leaf parsley', '▢ 1 teaspoon poultry seasoning', '▢ 1 teaspoon salt', '▢ 1/2 teaspoon ground black pepper']","['Combine lemon juice, thyme, rosemary, parsley, garlic, poultry seasoning, salt, pepper, and olive oil. Mix well', 'Rub the mixture on the chicken quarters. Let stand for 1 hour (place inside the fridge to avoid contamination).', 'Preheat oven to 370 degrees Fahrenheit.', 'Arrange the chicken in a roasting pan.', 'Roast for 60 to 80 minutes (time will depend on the thickness).Baste with remaining mixture every 20 minutes while roasting.', 'Chop into serving pieces.', 'Serve. Share and enjoy!']",,"['lemon juice', 'thyme', 'extra-virgin olive oil', 'chicken quarters', 'ground black pepper', 'garlic', 'poultry seasoning', 'salt', 'rosemary', 'flat leaf parsley']"
Spicy Pork Adobo Recipe,https://panlasangpinoy.com/wp-content/uploads/2013/01/Spicy-Pork-Adobo.jpg,"['▢ 1 lb. pork butt diced', '▢ 1/4 cup light soy sauce', '▢ 3 tablespoons oyster sauce', '▢ 1 1/2 teaspoons whole peppercorn', '▢ 3 pieces dried bay leaves', '▢ 3 tablespoons white vinegar', '▢ 2 teaspoons granulated white sugar', '▢ 6 pieces dry red chili', '▢ 5 cloves garlic crushed', '▢ 1 cup water', '▢ 3 tablespoons cooking oil', '▢ Salt to taste']","['Heat the oil in a pan.', 'Brown the garlic.', 'Add-in the pork and then cook for 3 to 5 minutes or until light brown.', 'Pour-in soy sauce, oyster sauce, and water. Stir and then let boil.', 'Add the dry red chili, whole peppercorn, and bay leaves. Cover and the simmer for 40 to 45 minutes', 'Pour-in vinegar and allow to re-boil', 'Add sugar and salt. Stir and then cook for 3 minutes.', 'Transfer to a serving plate.', 'Serve. Share and enjoy!']",,"['water', 'dry red chili', 'light soy sauce', 'whole peppercorn', 'garlic', 'pork butt', 'granulated white sugar', 'cooking oil', 'white vinegar', 'oyster sauce', 'bay leaves', 'Salt']"
Sardines with Chayote Recipe,https://panlasangpinoy.com/wp-content/uploads/2013/01/Sardines-with-Chayote.jpg,"['▢ 1 5.5 oz. can sardines', '▢ 1 medium chayote sliced', '▢ 1 medium red onion', '▢ 5 cloves garlic crushed', '▢ 1/4 cup water', '▢ 1 1/2 teaspoon fish sauce', '▢ 1/2 teaspoon ground black pepper', '▢ 2 tablespoons cooking oil']","['Heat the oil in a pan.', 'When the oil becomes hot, saute the garlic until it turns light brown.', 'Add the onion and chayote. Cook for 3 minutes.', 'Put-in sardines, water, fish sauce, and pepper. Stir. Cook for 3 to 5 minutes.', 'Transfer to a serving bowl. You can also top this over a cup of warm steamed white rice.', 'Serve. Share and enjoy!']",,"['water', 'sardines', 'fish sauce', 'ground black pepper', 'chayote', 'garlic', 'cooking oil', 'red onion']"
Chicken Galantina Recipe,https://panlasangpinoy.com/wp-content/uploads/2012/12/Chicken-Galantina.jpg,"['▢ 1 whole chicken deboned', '▢ 1 lb. ground pork', '▢ 4 pieces Chinese sausage', '▢ 3 tablespoons sweet pickle relish', '▢ 1/2 cup raisins', '▢ 2 pieces hard boiled eggs', '▢ 3/4 cup minced ham', '▢ 3/4 cup chopped Vienna sausage', '▢ 1/2 cup minced yellow onion', '▢ 1/2 cup minced carrot', '▢ 1/2 cup chopped red bell pepper', '▢ 5 tablespoons bread crumbs', '▢ 3/4 cup soy sauce', '▢ Juice of 1 lemon', '▢ 1 1/2 teaspoons salt', '▢ 1/2 teaspoon ground black pepper']","['Combine ground pork, ham, Vienna sausage, bell pepper, carrot, onion, raisins, sweet pickle relish, salt, and pepper. Mix well.', 'Add the bread crumbs and then continue mixing. Set aside.', 'Combine lemon juice and soy sauce in a large container. Stir.', 'Marinate the whole chicken in the lemon and soy sauce mixture for 30 minutes.', 'Remove the chicken from the mixture and then stuff with half of the meat and vegetable mixture.', 'Arrange the boiled eggs and Chinese sausage inside the chicken and then continue to put-in the rest of the meat mixture.', 'Secure the chicken by wrapping it in a cheese cloth and tying both ends of the cloth with a kitchen twine.', 'Meanwhile, boil about 1 to 1 1/2 quarts of water in a steamer.', 'Steam the chicken for 90 minutes.', 'Let the chicken cool down and then refrigerate for 3 to 6 hours.', 'Slice into serving pieces.', 'Serve. Share and enjoy!']",,"['bread crumbs', 'carrot', 'raisins', 'hard boiled eggs', 'ham', 'yellow onion', 'sweet pickle relish', 'Vienna sausage', 'whole chicken deboned', 'ground black pepper', 'red bell pepper', 'Juice lemon', 'ground pork', 'Chinese sausage', 'soy sauce', 'salt']"
Paella Mixta Recipe,https://panlasangpinoy.com/wp-content/uploads/2012/12/Paella-Mixta.jpg,"['▢ 2 cups Calasparra rice', '▢ 3 cups chicken broth', '▢ 12 pieces clams cleaned', '▢ 10 pieces mussels cleaned', '▢ 1 1/2 cups juice from boiled clams and mussels', '▢ 1/2 lb. large shrimp with heads and shell', '▢ 1 lb. chicken bone-in, chopped', '▢ 1/2 lb. rabbit meat chopped', '▢ 6 oz. chorizo sliced', '▢ 2 teaspoon Spanish Saffron threads', '▢ 1/4 cup chopped flat leaf parsley', '▢ 1 medium yellow onion diced', '▢ 2 teaspoons minced garlic', '▢ 1 medium tomato chopped', '▢ 3/4 cup frozen green peas', '▢ 1 small red bell pepper seeded, grilled, and sliced into strips', '▢ 2 teaspoons paprika', '▢ 1 1/2 teaspoons extra virgin olive oil for the paste', '▢ 1/4 cup extra virgin olive oil for sautéing', '▢ Salt and pepper to taste', '▢ 1 lemon sliced into wedges']","['Make the clam juice by boiling the mussels and clams in 1 1/2 cups water for 5 minutes. Separate the clams from the liquid. Set aside.', 'Make the paste by combining the garlic, parsley, and paprika. Pound until the texture becomes smooth. Pour-in 1 1/2 teaspoons olive oil. Mix well and then set aside.', 'Heat 1/4 cup olive oil in a paellera.', 'Pan-fry the shrimp for about 1 minute per side. Remove the shrimp and then set aside.', 'Sauté the onion and tomato until the texture becomes soft.', 'Put-in the chicken, rabbit meat, and chorizo. Cook for 5 minutes.', 'Pour-in the chicken broth and clam juice. Let boil. Cover and simmer for 15 minutes. Add water as necessary.', 'Put-in the garlic paste mixture and the saffron. Stir. Add salt and pepper as needed.', 'Put-in the Calasparra rice and green peas. Let the liquid re-boil and then lower the heat. Cook for 20 to 25 minutes covered.', 'Arrange the mussels, clams, red bell pepper strips, and shrimp on top.', 'Serve with lemon wedges.', 'Share and enjoy!']",,"['juice from boiled clams mussels', 'rabbit meat', 'garlic', 'paprika', 'chicken broth', 'shrimp with heads shell', 'Calasparra rice', 'chicken bone-in', 'mussels', 'extra virgin olive oil for sautéing', 'lemon wedges', 'flat leaf parsley', 'Spanish Saffron threads', 'tomato', 'frozen green peas', 'clams', 'Salt pepper', 'red bell pepper seeded grilled', 'extra virgin olive oil for the paste', 'yellow onion', 'chorizo']"
Easy Porterhouse Steak Recipe,https://panlasangpinoy.com/wp-content/uploads/2013/01/Porterhouse-Steak.jpg,"['▢ 2 pieces Porterhouse steak about 12 to 16 ounces per piece', '▢ 1 tablespoon extra-virgin olive oil', '▢ 2 1/2 teaspoons sea salt', '▢ 1 teaspoon ground black pepper']","['Rub the olive oil over the steak slices.', 'Combine salt and pepper and then rub all over the steak. Let it stand for 30 minutes.', 'Heat-up the grill. Arrange the steaks and grill for 8 minutes per side. Note: going beyond 8 minutes will make your steak less juicy.', 'Let the grilled steak rest for 5 to 7 minutes.', 'Transfer to individual plates and then serve with mashed potato and your favorite steak sauce.', 'Share and enjoy!']",,"['Porterhouse steak per', 'sea salt', 'ground black pepper', 'extra-virgin olive oil']"
Baked Lobster Tail Recipe,https://panlasangpinoy.com/wp-content/uploads/2012/12/Baked-Lobster.jpg,"['▢ 4 pieces lobster tails 6 to 8 oz. each', '▢ 2 tablespoons melted butter', '▢ 2 teaspoons parsley flakes', '▢ 4 teaspoons juice of fresh lemon', '▢ 3/4 cup water', '▢ 1/2 teaspoon salt', '▢ A pinch of ground black pepper']","['Preheat oven to 360 degree Fahrenheit.', 'Make a vertical slit on the lobster tail using a pair of kitchen shears. Start from the top part moving towards the tail end.', 'Expose the lobster meat by gently pulling the sides created by the slit in opposite directions. Pull the meat using your hands. Do not completely remove the meat.', 'Arrange the lobster in a baking tray (tray should have an elevated border)', 'Combine salt, pepper, butter, and parsley in a bowl.', 'Using a basting brush, brush the butter mixture over the exposed meat of the lobster', 'Pour water on the baking tray where the lobster tails are sitting.', 'Bake for 22 to 25 minutes.', 'Let cool and then transfer to a serving plate.', 'Serve with lemon butter sauce. Share and enjoy!']",,"['water', 'lobster tails .', 'juice lemon', 'ground black pepper', 'parsley flakes', 'butter', 'salt']"
Tonkatsu Recipe,https://panlasangpinoy.com/wp-content/uploads/2013/01/Tonkatsu.jpg,"['▢ 4 individual portions of boneless pork chops', '▢ 1 cup Panko bread crumbs', '▢ 1 large egg beaten', '▢ 2 tablespoons all-purpose flour', '▢ 2 cups shredded cabbage', '▢ 3/4 cups cooking oil', '▢ Salt and pepper']","['Rub some salt and pepper on the pork chops. Let stand for 15 minutes.', 'Heat the cooking oil in a frying pan.', 'Coat the pork chops with flour and then dip in the beaten egg mixture.', 'Coat the pork chop with Panko bread crumbs. Make sure that all sides are completely coated.', 'Fry one side of the Tonkatsu in low to medium heat until the color turns golden brown (about 6 to 9 minutes)and them flip to cook the other side.', 'Arrange in a serving plate with shredded cabbage and Tonkatsu sauce.', 'Serve. Share and enjoy!']",,"['egg', 'Salt pepper', 'Panko bread crumbs', 'cooking oil', 'cabbage', 'individual portions boneless pork chops', 'all-purpose flour']"
Lengua Con Setas Recipe,https://panlasangpinoy.com/wp-content/uploads/2012/10/Lengua-con-Setas.jpg,"['▢ 1 1/2 lbs. Ox tongue cleaned', '▢ 2 cups chopped crimini mushroom', '▢ 1 large yellow onion chopped', '▢ 2 teaspoons minced garlic', '▢ 4 tablespoons Worcestershire Sauce', '▢ 2 tablespoons oyster sauce', '▢ 2 tablespoons light soy sauce', '▢ 3/4 cup water', '▢ 1/2 tablespoon dried parsley flakes', '▢ 1 teaspoon granulated white sugar', '▢ 1 tablespoon cornstarch mixed with 2 tablespoons cold water', '▢ 3 tablespoons cooking oil', '▢ salt and pepper to taste']","['Boil the Ox tongue in about 1 quart of water for 90 minutes or until tender (you can use a pressure cooker to quickly tenderize it).', 'Let the tongue cool down, and then scrape out the skin.', 'Slice the tongue into serving pieces.', 'Heat oil in a cooking pot.', 'Saute onion and garlic.', 'When the onion becomes soft, put-in the Ox tongue. Cook for 3 minutes.', 'Add oyster sauce, soy sauce, sugar, and Worcestershire sauce. Stir and then simmer for a minute.', 'Add the mushrooms and Pour-in water. Let boil and then simmer until the liquid reduces.', 'Add salt and pepper to taste.', 'Put-in the cornstarch and water mixture. Stir. Cook until the sauce thickens.', 'Transfer to a serving plate. Sprinkle parsley flakes on top.', 'Share and enjoy!']",,"['water', 'light soy sauce', 'crimini mushroom', 'Worcestershire Sauce', 'Ox tongue', 'yellow onion', 'cornstarch mixed with cold water', 'granulated white sugar', 'garlic', 'cooking oil', 'parsley flakes', 'salt pepper', 'oyster sauce']"
Pineapple and Soy Sauce Pork Pot Roast,https://panlasangpinoy.com/wp-content/uploads/2012/11/Pineapple-and-Soy-Sauce-Pork-Pot-Roast.jpg,"['▢ 1 to 1 1/2 lbs. pork shank portion', '▢ 1 15 oz. can crushed pineapple', '▢ 1/2 cup soy sauce', '▢ 1 medium yellow onion chopped', '▢ 1 1/2 teaspoons salt', '▢ 1/2 teaspoon ground black pepper', '▢ 2 teaspoons granulated white sugar', '▢ 2 teaspoons fresh rosemary', '▢ 2 to 3 cups water', '▢ 3 tablespoons cooking oil', '▢ Cooking Procedure']","['Heat the cooking oil in a Dutch oven.', 'Saute the onion until it becomes soft.', 'Put-in the pork and cook until all the sides turns light brown (you will need to turn the pork until all sides are done).', 'put-in crushed pineapple, soy sauce, sugar, salt, pepper, rosemary, and water. Let boil and then simmer for 45 minutes.', 'Preheat oven to 400 degrees Fahrenheit.', 'Put the Dutch oven inside the oven and then roast for 35 to 40 minutes (you can add more water if the liquid is not enough).', 'Remove from the oven and then transfer to a serving plate.', 'Serve with rice. share and enjoy!']",,"['water', 'pineapple', 'yellow onion', 'ground black pepper', 'soy sauce', 'granulated white sugar', '. pork shank portion', 'cooking oil', 'Cooking Procedure', 'rosemary', 'salt']"
Lechon Sisig Recipe,https://panlasangpinoy.com/wp-content/uploads/2013/01/Lechon-Sisig.jpg,"['▢ 1 lb. Lechon roasted pork, minced', '▢ 1 large yellow onion', '▢ 1/2 tablespoon soy sauce', '▢ 1 teaspoon salt', '▢ 2 pieces lime or calamansi', '▢ 4 tablespoons light mayonnaise', '▢ 1/2 teaspoon ground black pepper', '▢ 1 teaspoon hot sauce', '▢ 1 teaspoon margarine']","['Melt the margarine in a frying pan.', 'Put-in onion and then cook for 2 minutes or until soft.', 'Add the lechon. Stir.', 'Put-in garlic powder, soy sauce, salt, and pepper. Stir. Cook for 5 to 6 minutes in high heat.', 'Add the mayonnaise. Stir and then cook for 3 minutes.', 'Transfer to a serving plate. You can squeeze lime or calamansi and add hot sauce if desired.', 'Serve. Share and enjoy!']",,"['yellow onion', 'ground black pepper', 'hot sauce', 'margarine', 'Lechon roasted pork', 'salt', 'lime or calamansi', 'light mayonnaise', 'soy sauce']"
Chili Shrimp Recipe,https://panlasangpinoy.com/wp-content/uploads/2012/12/Chili-Shrimp1.jpg,"['▢ 1 lb. shrimp with head and shell, cleaned', '▢ 3/4 cup leeks chopped', '▢ 2 teaspoons Sriracha hot sauce', '▢ 2 tablespoons hoisin sauce', '▢ 4 tablespoons ketchup', '▢ 2 tablespoons sweet chili sauce', '▢ 1 tablespoon fish sauce', '▢ a few drops of sesame oil', '▢ 5 garlic cloves minced', '▢ 1 knob ginger minced', '▢ 2 tablespoons cooking oil']","['Heat the oil in a pan.', 'Sauté the garlic and ginger', 'Put-in the shrimp. Stir and then cook for 1 minute.', 'Add the ketchup, hot sauce, chili sauce, and hoisin sauce. Stir. Cook for 2 to 4 minutes.', 'Pour-in the fish sauce and some sesame oil.', 'Add the leeks. Stir and then cook for 3 to 5 minutes.', 'Transfer to a serving plate. Serve. Share and enjoy!']",,"['leeks', 'knob ginger', 'fish sauce', 'shrimp with head shell', 'hoisin sauce', 'few drops sesame oil', 'garlic', 'cooking oil', 'ketchup', 'Sriracha hot sauce', 'sweet chili sauce']"
Ground Beef Basil and Tomato Frittata,https://panlasangpinoy.com/wp-content/uploads/2012/11/Ground-Beef-Basil-and-Tomato-Frittata.jpg,"['▢ 1/2 lb. ground beef', '▢ 3 tablespoons chopped basil', '▢ 3 pieces Roma tomato diced', '▢ 6 eggs beaten', '▢ 1 teaspoon salt', '▢ 1/4 teaspoon ground black pepper', '▢ 1 tablespoon cooking oil']","['Heat the oil in a pan. Put-in the beef and then cook for 3 to 5 minutes.', 'Add the basil. Cook for 1 minute. Turn the heat off and Let the beef cool down.', 'Preheat oven to 350 degrees Fahrenheit.', 'In a large mixing bowl, combine eggs, cooked beef and basil, tomato, salt, and pepper. Beat.', 'Pour the mixture into an oval baking pan.', 'Bake for 20 to 30 minutes, or until the mixture rises and becomes solid. Do not over bake.', 'Serve with tomato ketchup.', 'Share and enjoy!']",,"['Roma tomato', 'basil', 'eggs', 'ground beef', 'ground black pepper', 'cooking oil', 'salt']"
Carne Asada Burrito Recipe,https://panlasangpinoy.com/wp-content/uploads/2012/10/Carne-Asada-Burrito.jpg,"['▢ 1 lb. Carne Asada', '▢ 4 pieces large flour tortillas', '▢ 1 cup Guacamole', '▢ 2 cups Cilantro Lime Rice', '▢ 1 cup Pico de Gallo', '▢ 3/4 cup sour cream', '▢ 1/2 cup roasted bell pepper sliced into strips (optional)', '▢ 3/4 cup shredded cheddar cheese', '▢ 2 pieces lime sliced']","['Cover the flour tortillas using a paper towel. Microwave for 30 seconds', 'On every flour tortilla, arrange the carne asada, rice, pico de gallo, bell pepper, guacamole, sour cream, and top with cheese.', 'Fold 2 opposite sides of the tortilla wrap by 3 inches, and then roll the unfolded sides until it forms a cylinder and the contents are sealed.', 'Transfer to a serving plate with lime sliced.', 'Serve. Share and enjoy!']",,"['Cilantro Lime Rice', 'cheddar cheese', 'lime', 'sour cream', 'Guacamole', 'flour tortillas', 'roasted bell pepper', 'Carne Asada', 'Pico de Gallo']"
